Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Chuo,Commercial,1,0.03867234383236551,Light,394.0895058002958,342.58215541498276,989.3593086846156,Alley,Panoramic,2.674727641422502,55.30318146546308,2,24.676443297338253,4,0.055,Apartment,RC,1992,2015,2,North,104.74760620086285,144.7499838535379,234.38352830099777,0,1,0,0,Mechanical,0,0,None,1,1,0,1,1,1,0,2,2,Island,Standard,1,1,Auto,0,7.083795860955,1,1,0,0,2,2,2,A,5,0,9,5,7692.983292401163,Leasehold_30yr,Owner,Normal,Immediate,Agent,2024,10,7,2,0,1,1,77119627.78489448,0,0,0,1,1.789370292051216,High,0,4.3,1,Yes,56,20.647787665292988,B,0,4258508.565770758,0.37,0.021,162,43,39,17,4,0,0,0,0,0,0,0,106880000.0
Chuo,Residential,0,1.4356053584932968,Moderate,192.23433425028517,840.562065671586,766.9638369343802,Alley,Panoramic,2.687332638058203,17.941179604184185,3,39.68623785705837,4,0.291,RowHouse,Precast,1984,2003,5,North,106.93518775172764,91.84369343413138,243.05973717046209,0,1,1,1,Mechanical,0,1,Low,1,1,1,1,2,3,1,1,2,Island,Standard,1,0,Standard,0,4.957451642673457,1,0,1,0,4,3,7,E,4,0,7,1,12225.766570289863,Freehold,Company,Inheritance,Rented,Owner,2023,2,8,1,0,1,1,57640573.5446428,0,1,0,1,3.217139427103274,High,0,7.23,0,No,15,34.341392314454886,A,1,6588630.621396328,0.14,-0.007,161,33,129,80,2,0,0,0,0,1,0,0,64594000.0
Setagaya,Industrial,0,0.8436828876653557,Light,302.6251394340901,762.2713068335928,740.727467860738,Private,Open,3.6274718355073823,28.41555314431219,5,14.4164355527948,5,0.205,Apartment,RC,2019,2014,7,East,178.3976615192826,94.14616037041318,300.0,1,0,0,0,Manual,1,0,None,1,1,1,0,1,3,0,2,2,Compact,High-End,0,0,Auto,0,0.0659930185505635,0,1,0,0,1,3,8,E,3,1,6,6,7914.46131220357,Freehold,Owner,Foreclosure,Rented,Owner,2021,6,2,1,0,0,0,84242953.91264352,0,0,0,5,8.448348214578692,High,0,3.88,0,Yes,60,50.937173031754746,C,1,7014388.039989376,0.28,0.021,480,54,168,10,9,0,0,0,0,1,0,0,72007000.0
Setagaya,Residential,1,4.25627226513785,Heavy,142.1519514283754,165.2538286880415,1548.4904792388438,Alley,Partial,4.430313416568207,7.415740573521944,3,36.768828201532166,1,0.022,Apartment,RC,2016,1997,7,North,101.11042362496619,44.06580445814585,265.9171318826882,0,1,0,0,Mechanical,0,1,Medium,1,0,0,0,5,1,1,1,2,Closed,High-End,1,1,Smart,0,4.986888866728793,0,1,1,1,5,5,5,A,8,0,1,7,9493.711150505613,Leasehold_50yr,Company,Foreclosure,Immediate,Agent,2020,5,7,1,0,1,1,97288114.1754711,1,0,0,5,4.428791117327008,Low,1,4.89,1,No,12,76.74892449244416,C,1,3964837.7145417402,0.22,0.024,375,58,53,44,9,0,0,0,0,0,0,0,31256000.0
Setagaya,Residential,1,2.7132198203959863,None,197.3166867417195,462.4696218474838,430.50477194298094,Private,Partial,0.9871282238807642,30.23299569843536,1,39.13889741525953,3,0.05,Mansion,Steel,2019,2023,10,North,89.26754079052799,85.17462182178912,225.68288299357403,1,1,1,0,Mechanical,0,1,High,1,1,1,0,1,3,1,2,2,Island,Standard,1,1,Auto,0,1.1279028800007684,0,0,0,0,3,2,3,A,3,1,10,5,14592.036880593894,Leasehold_50yr,Owner,Normal,Immediate,Agent,2024,5,4,4,1,0,0,65483081.28582671,1,1,1,4,5.907432931127399,High,1,3.11,0,No,68,40.66307057834177,C,0,6247467.921981549,0.38,0.017,440,41,12,55,9,0,0,0,0,1,0,1,69903000.0
Minato,Industrial,1,1.9209380163417242,Moderate,50.0,424.2121891049138,703.1311890430127,Private,Partial,1.7700495448345352,17.945905331792638,2,39.564964758415364,1,0.151,Detached,Wood,1976,2001,3,West,89.89482196441392,53.39443953473298,225.40300420529917,1,0,0,0,None,1,0,Medium,0,1,1,0,5,2,1,1,1,Closed,High-End,0,1,Auto,1,2.7691042659799665,0,0,1,1,4,4,6,D,8,1,3,3,14145.689257550286,Freehold,Bank,Foreclosure,Rented,Owner,2020,8,4,5,1,0,0,33698035.200179264,1,1,1,5,3.2663447697830916,Medium,1,3.97,1,No,73,57.886820757616434,A,1,7018805.488785422,0.32,0.028,280,47,123,20,1,0,0,0,0,1,0,0,41437000.0
Chuo,Industrial,0,2.7849905788461564,Heavy,620.381142744692,555.6401223461453,1372.639856459261,Alley,Partial,3.253518896070335,27.926388862296562,3,14.341436153456213,3,0.07,Mansion,Precast,2016,2021,7,North,111.53765431706192,62.89536483778254,218.6263219431662,1,1,0,0,None,0,0,High,0,1,1,1,4,1,0,1,2,Closed,High-End,1,0,Smart,0,2.930400770222092,0,1,1,0,3,1,1,C,1,1,9,7,9090.948024931604,Leasehold_50yr,Owner,Foreclosure,VacantSoon,Agent,2020,5,1,3,0,0,0,72875650.98094903,1,1,0,3,2.249039678555837,Medium,0,6.16,1,Yes,93,44.4110662257078,B,0,4719470.938118474,0.09,0.013,116,65,16,78,9,0,0,0,0,1,0,0,39102000.0
Chuo,Commercial,1,3.1162756637551148,Moderate,439.1865843964783,694.6477207703922,1319.471016609765,Private,Partial,2.805863678803724,27.658920429632936,5,33.145527958573844,0,0.243,Detached,Wood,1994,2022,7,West,183.58812579209678,21.913066352661133,255.09560133305348,1,0,1,1,None,0,0,Low,1,0,0,1,1,2,0,2,1,Closed,High-End,1,0,Auto,1,4.463385883325974,0,0,1,0,2,3,3,B,9,0,9,8,20786.381254524757,Leasehold_50yr,Bank,Normal,Immediate,Agent,2022,5,4,5,1,0,1,76255610.31032415,0,0,1,2,2.9677838274247983,Low,0,5.5,0,Yes,59,64.84291858698721,B,1,7839089.143341524,0.13,0.029,305,67,93,19,4,0,0,0,0,1,0,0,32322000.0
Shinjuku,Industrial,1,3.1056316915240707,None,459.77732307020506,706.1378116386825,791.2073370609427,Private,Blocked,0.3513184667629097,26.391113205200977,5,23.31245881478485,4,0.176,Detached,RC,2006,1992,4,East,141.67561033849964,20.0,232.36586219561312,1,0,1,0,Manual,1,1,High,0,1,1,1,4,3,0,2,1,Compact,High-End,0,1,Smart,0,4.113506511488886,0,0,0,1,2,1,9,A,2,1,3,9,15219.215699803799,Freehold,Owner,Normal,Rented,Owner,2023,9,7,4,0,0,0,79701814.39754997,0,1,1,3,7.12455961030375,Low,1,6.75,0,Yes,14,67.13068384379508,B,0,4379529.673030963,0.21,0.009,324,47,65,38,7,0,0,0,0,1,0,0,29303000.0
Minato,Commercial,0,2.921703485100353,Moderate,386.8904233667829,566.3585814189832,1714.5362858557637,Main,Blocked,1.81207889851822,15.525560030937783,3,15.938575580170989,4,0.188,Mansion,RC,1992,2001,7,North,113.75256927998407,176.34995967339486,237.30551061767912,1,1,1,0,None,0,1,None,0,1,1,1,2,1,0,2,2,Closed,Standard,1,0,Smart,1,2.9998743736031575,0,1,0,0,4,5,10,B,2,0,8,7,17290.725104323665,Freehold,Bank,Normal,VacantSoon,Agent,2022,7,3,5,1,1,1,53811097.10568716,1,1,1,2,4.416670867045194,High,0,2.56,0,No,50,80.95626467925905,C,0,7470204.761652193,0.1,0.008,173,65,68,89,4,0,0,0,0,0,0,1,119067000.0
Taito,Commercial,0,1.7374596767179384,Light,417.94150437933564,423.8184376298984,754.7734035829001,Alley,Panoramic,2.863221022949026,22.161596093188102,4,25.861322750262914,3,0.144,Detached,RC,1980,1998,8,East,114.56641821352439,98.00270830652676,230.42692253542506,1,0,0,0,None,0,1,High,0,0,1,0,1,2,1,1,2,Closed,High-End,1,0,Standard,0,3.574418594961441,1,1,0,0,2,1,5,D,2,1,3,3,11911.728119244113,Freehold,Company,Normal,Immediate,Agent,2022,9,6,4,0,0,1,73504170.21035081,0,1,1,5,5.244642310340474,Low,1,7.94,0,Yes,95,62.042318063042416,A,1,6543991.819047877,0.16,0.024,143,41,79,48,1,0,0,0,0,0,0,0,77302000.0
Minato,Commercial,0,1.498634580516048,Light,804.7847678126093,913.2355126277229,1116.5810517369644,Private,Blocked,2.5151145351163327,27.357178119125148,3,20.950220080991905,1,0.084,Apartment,Wood,2015,0,3,East,158.58884302344808,135.808370015131,285.890061057632,0,1,0,1,Manual,0,1,None,1,1,0,1,1,2,0,1,1,Island,High-End,1,0,Standard,0,7.31612161195593,0,1,1,1,4,2,6,B,5,0,6,5,12716.493495717365,Leasehold_30yr,Company,Normal,Rented,Agent,2021,12,6,1,0,1,1,52919018.59779333,0,1,1,2,3.5784535693588855,Medium,0,6.33,0,Yes,69,61.771280734222685,B,1,7351075.425030865,0.21,0.04,332,61,63,96,8,0,0,0,0,1,0,0,83255000.0
Taito,Industrial,0,1.037810820019315,Moderate,207.80680204131482,834.9715583668042,1063.6284458259377,Private,Partial,2.069269665632457,22.573624345476503,5,39.207504681638696,1,0.181,RowHouse,Precast,1977,1999,2,South,114.33645307832793,78.48750065112922,266.0549752838645,1,0,0,1,None,1,0,Medium,1,0,0,0,2,2,0,2,1,Closed,High-End,0,1,Standard,0,3.9760740437373068,1,0,1,0,1,4,9,A,2,1,3,7,15057.389497915083,Freehold,Bank,Foreclosure,Rented,Agent,2021,8,6,2,1,1,0,58920937.00357986,0,0,1,4,6.48700678326343,Medium,1,2.19,0,No,19,51.71511710386258,A,0,7219087.729163171,0.38,0.035,329,47,96,78,1,0,0,0,0,1,0,0,55113000.0
Shinjuku,Residential,0,2.5024472667290074,None,469.5891995697956,844.0014495971124,1065.1740697281696,Private,Partial,5.0,39.033075849379884,3,35.130633430135696,2,0.218,Mansion,Precast,2005,1997,9,North,113.60187704637802,82.91012690206642,220.0901530003285,1,1,1,1,Mechanical,0,0,Medium,0,1,0,1,1,2,0,2,1,Compact,Standard,0,0,Smart,0,0.36306384451806517,1,0,1,1,4,1,2,C,3,1,6,6,12872.886146668317,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Agent,2024,5,5,5,0,0,1,62886516.10959101,0,0,0,1,7.812022171372014,Low,1,3.8,1,Yes,68,94.57338492672804,B,0,4780471.918920372,0.04,0.027,311,59,67,57,6,0,0,0,0,0,0,0,59107000.0
Shibuya,Commercial,1,1.841064264671219,None,468.2477857062522,1333.703365800269,1121.8677168544084,Alley,Partial,2.4701303692493592,25.410163034101448,1,18.475555318911322,4,0.118,Detached,Steel,2011,2011,7,North,136.65342524063834,47.67041757682431,217.1651721999516,0,1,1,0,None,0,1,High,0,1,1,1,5,2,1,1,2,Compact,Standard,0,0,Auto,0,1.467237317473428,1,1,1,0,2,4,7,B,5,1,4,6,15485.460607954336,Freehold,Company,Inheritance,VacantSoon,Owner,2022,9,8,2,1,0,0,68280732.0853332,0,0,1,2,9.495380856592757,High,1,3.23,1,No,54,57.24043549956564,B,1,6164574.698294619,0.33,0.033,269,54,161,84,8,0,0,0,0,1,0,0,38027000.0
Chuo,Residential,1,1.581528969482804,Light,685.4973070989395,848.8622160619358,1109.9205980518325,Main,Panoramic,2.777258798323328,15.071296334251162,4,22.75778686169071,4,0.156,Apartment,Precast,2008,2001,1,West,84.21056793134761,114.368304191091,264.16557306975096,0,0,1,1,Manual,0,0,Medium,0,0,1,0,4,3,1,1,2,Closed,High-End,1,1,Auto,1,1.9899304415607522,0,0,0,0,1,2,6,E,9,1,6,3,16289.824553424629,Freehold,Bank,Inheritance,VacantSoon,Agent,2023,6,6,2,0,1,0,64915226.712640196,0,1,0,5,6.301853656341983,High,1,4.23,1,Yes,63,48.09019523891594,B,1,7175284.511573353,0.19,0.003,317,65,190,62,7,0,0,0,0,0,0,0,84484000.0
Shinjuku,Residential,1,1.5293386382721976,None,509.66370313843777,690.0026683158502,1104.9943328843535,Main,Panoramic,2.659557875251171,29.314324197148988,3,26.193025743833765,1,0.254,RowHouse,Steel,1970,1993,10,West,217.8134445112932,119.86329430529449,220.93999351734772,0,1,0,0,Manual,0,0,Medium,0,1,0,0,3,1,1,2,1,Compact,High-End,0,1,Standard,1,8.264721447491125,0,1,0,0,1,5,9,B,9,0,9,5,5334.880501853166,Leasehold_50yr,Company,Normal,Rented,Agent,2020,9,4,2,1,1,1,81868816.76723787,1,1,0,3,3.0644634227421474,High,0,7.93,1,Yes,7,76.44808393669504,A,0,6288600.139016578,0.35,0.021,496,44,116,96,1,0,0,1,0,1,0,1,70834000.0
Chuo,Industrial,0,3.4501926306346884,Moderate,522.2297112068377,768.2582022736485,1127.2291369778482,Alley,Open,2.7540000747369837,5.0,5,29.27594852682103,4,0.053,Detached,RC,2021,2013,10,South,214.43343344124332,110.94602277124633,266.29493915958574,0,1,1,0,Mechanical,0,1,Medium,1,0,1,0,5,2,0,2,1,Compact,Standard,1,1,Standard,1,2.024085419228038,1,1,1,0,4,2,1,D,7,0,3,8,12366.825781588332,Leasehold_30yr,Company,Foreclosure,VacantSoon,Owner,2022,4,4,4,1,0,0,62461185.323424965,0,1,1,3,1.248255625793691,Medium,1,2.83,1,Yes,73,68.96591763603257,B,1,6954519.931847999,0.03,0.002,209,61,59,64,10,0,0,0,0,0,0,0,76792000.0
Setagaya,Residential,0,2.952680412841671,Heavy,85.43260736503589,829.6457663538753,1634.142849724752,Alley,Blocked,2.545271751783452,44.61548723244009,3,40.06378274803781,1,0.168,Detached,Precast,2013,1998,9,South,124.33684487252536,90.10294487936345,254.55471356661752,0,1,0,0,None,0,0,None,1,1,0,1,3,2,1,1,2,Compact,Standard,1,0,Standard,0,2.1431895111265193,0,1,0,1,3,3,4,D,8,0,6,9,7258.345494324292,Freehold,Bank,Normal,Immediate,Agent,2021,7,8,3,1,1,0,75201694.31531131,0,1,1,5,7.640692015422477,High,0,7.11,0,No,28,31.69729092353918,A,1,5858738.890850782,0.23,0.035,188,54,114,83,8,0,0,0,0,0,0,0,62948000.0
Shibuya,Residential,0,3.8303938561281656,Moderate,197.77441207375458,984.7380044634092,1107.0345551531618,Alley,Blocked,0.0011610519350964132,7.792162423558711,3,36.90782326480633,2,0.111,Apartment,Steel,1982,1993,5,North,114.06095575018364,101.94068228188036,221.59385130193843,1,1,0,0,Mechanical,0,0,High,0,0,0,0,2,3,0,1,1,Compact,High-End,0,0,Smart,0,4.37278625608516,0,0,0,0,3,5,3,A,1,0,3,2,7087.899901592126,Leasehold_50yr,Bank,Inheritance,VacantSoon,Agent,2024,9,7,5,1,0,0,64430809.88647877,1,0,0,5,1.3031656335779367,Low,1,7.54,0,Yes,79,69.66999740716372,B,0,7180584.594709526,0.26,-0.007,357,68,69,65,2,0,0,0,0,1,0,0,65768000.0
Shibuya,Industrial,1,2.529016299892109,Light,108.2778989841018,786.5838719472077,1476.7784111376907,Alley,Open,1.3117542008131569,33.96460920170243,2,30.5139196897484,3,0.214,RowHouse,Steel,1985,2010,2,North,75.77660484020441,72.67648123488733,253.07818076148354,1,0,0,1,None,1,0,None,0,1,0,1,2,1,1,2,2,Island,Standard,0,1,Smart,1,6.9953943249018735,0,1,0,1,2,1,1,C,2,1,10,2,16459.685482498917,Leasehold_50yr,Bank,Foreclosure,Immediate,Agent,2020,12,2,1,0,1,1,64822639.91579947,1,0,1,2,4.855860921706605,High,1,4.67,0,No,50,31.461600723354316,A,0,6455580.295387416,0.37,-0.019,255,33,155,79,2,0,0,0,0,0,0,0,48509000.0
Shinjuku,Commercial,1,2.056954440254898,Light,50.0,217.12372984526417,1259.4890363016152,Main,Open,2.1221712205121634,32.407879932719304,3,27.393511501050778,3,0.015,RowHouse,Wood,2015,2013,7,South,123.84605282393551,131.54824954294338,248.15317479417294,1,1,1,0,Manual,0,1,High,1,1,0,1,1,1,0,2,2,Closed,High-End,0,0,Standard,1,3.3142135167320563,0,1,1,1,4,4,4,B,2,0,10,3,14065.225434521608,Leasehold_50yr,Company,Normal,VacantSoon,Agent,2020,12,5,2,0,1,1,72573713.12227042,0,0,0,4,7.033102611263136,High,1,5.07,1,Yes,6,65.25048997848211,C,1,6041551.947084605,0.22,0.032,378,71,14,38,8,0,0,0,0,0,0,0,88815000.0
Shibuya,Residential,0,1.9745975492550751,Light,499.2998340269094,668.975563025232,1346.4921950499995,Private,Blocked,3.4752635933959475,13.694603468188708,1,12.266459653925278,2,0.204,Apartment,RC,1982,2008,9,North,70.42824113491326,35.44655846429535,208.37666202943802,1,0,0,0,Manual,0,0,None,1,0,1,1,5,1,0,1,2,Island,High-End,0,0,Smart,0,2.637948293169651,1,1,1,0,3,5,10,A,7,1,5,7,16775.711235952018,Leasehold_30yr,Owner,Normal,Immediate,Owner,2021,12,2,4,0,0,0,70042129.69721556,0,1,0,2,8.364991575542051,Medium,0,4.58,0,No,81,27.533276888425494,B,1,5968646.979827096,0.34,-0.016,250,58,103,44,2,0,1,0,0,1,0,0,42207000.0
Taito,Industrial,1,0.9796984527385271,None,334.5927900229967,800.447952609036,1511.1644941650488,Private,Partial,2.140873839783002,30.594586687670585,5,42.919976261260565,4,0.04,RowHouse,Precast,2006,2016,3,North,112.41363188848206,58.122423861459396,240.1115771077955,0,0,0,1,Mechanical,1,1,Low,1,0,0,1,3,1,1,2,2,Island,Standard,0,1,Standard,1,6.725904661195321,1,1,1,0,4,5,6,C,5,0,6,10,12138.04700436559,Leasehold_30yr,Company,Normal,VacantSoon,Agent,2024,2,10,3,0,0,1,38430237.39757412,1,1,1,1,3.2027635879942373,Medium,0,4.56,0,No,30,51.32892099721124,B,0,9560176.69293694,0.39,0.007,421,43,35,94,7,0,0,0,0,0,0,0,47016000.0
Shibuya,Residential,0,0.7385810082485993,Moderate,499.76792214492315,1191.2604696954945,743.8912039206665,Alley,Blocked,1.5023485261522467,18.10518273176554,2,25.529034021343428,0,0.029,Mansion,Precast,1983,2009,4,North,157.19392692022834,81.06996767757254,232.8932591983363,0,0,1,0,Manual,1,1,Low,0,1,1,0,4,1,1,1,1,Island,High-End,0,0,Auto,0,4.128607720701456,0,1,0,0,3,3,1,D,5,1,9,2,11867.849733951745,Leasehold_30yr,Owner,Inheritance,Immediate,Agent,2022,1,9,3,0,1,1,59678290.144664586,1,0,1,5,5.317380933650879,High,0,7.77,0,No,92,69.06930274774152,A,0,5892578.735732483,0.13,0.023,118,72,139,45,2,0,0,0,0,0,0,0,65659000.0
Chuo,Residential,1,2.5073410218928744,Heavy,408.8723201338751,564.2313062160841,1450.95997078763,Alley,Partial,3.633187578546596,23.34571434245706,3,45.548402404262575,4,0.22,RowHouse,Precast,1982,1999,9,South,171.8408103329561,39.5282029096439,247.3593510648785,1,1,1,0,Manual,0,1,Low,0,0,1,0,5,3,0,2,1,Compact,Standard,0,0,Smart,1,4.432600041310493,0,1,1,0,1,1,9,B,6,1,5,10,14819.905746460518,Leasehold_50yr,Company,Foreclosure,VacantSoon,Owner,2022,6,6,2,0,0,1,62761302.587489225,1,0,0,5,4.755831766578185,Low,1,3.21,0,No,1,51.30588739752329,C,0,5317711.900487536,0.4,0.049,263,76,14,38,2,0,0,0,0,1,0,0,35265000.0
Chuo,Commercial,1,1.0653212895167452,Moderate,460.10907880090235,309.4217418138113,1115.1383683131287,Private,Panoramic,4.121311907539234,29.703982755117085,4,31.961092921318354,1,0.196,Detached,Steel,2015,2017,2,South,192.88143348790615,28.634153202630095,236.68545678917386,1,0,1,0,None,1,0,None,1,1,0,0,2,2,0,1,1,Compact,High-End,0,0,Smart,1,5.737350960970227,0,0,1,0,4,5,5,A,6,1,4,4,16077.202832372628,Freehold,Bank,Foreclosure,VacantSoon,Agent,2022,4,6,4,1,1,0,93219073.56709574,0,0,1,4,3.545829069633407,High,0,7.86,0,No,83,33.19966108196924,C,1,4672220.555006234,0.08,0.013,322,63,158,36,8,0,0,0,0,0,0,0,41103000.0
Chuo,Residential,1,2.211457753867236,Heavy,734.5288529429256,819.3131619682175,815.597600350311,Main,Blocked,0.6607274514801642,24.516676800618285,1,50.25284208621444,5,0.27,RowHouse,Precast,1981,1993,4,East,143.11296101560905,81.20335701875955,247.51916338234113,1,1,1,0,Mechanical,0,0,High,1,0,1,1,5,1,0,2,2,Compact,Standard,0,0,Smart,0,4.2449717285928825,1,0,0,0,3,3,3,B,3,1,3,8,8177.254592294863,Leasehold_50yr,Company,Foreclosure,Immediate,Agent,2020,1,8,5,0,0,0,32213898.039735675,0,1,0,2,7.487468722012506,Low,0,7.05,1,Yes,70,8.102422850324025,B,1,5174855.752730014,0.28,0.031,105,78,184,60,2,0,0,0,0,1,0,0,56439000.0
Chuo,Industrial,0,3.1154666830952116,Moderate,401.8237723189884,1059.8710764526138,1510.31201180893,Alley,Blocked,2.6163122235563594,14.999474248041885,1,36.063215333663166,0,0.161,Mansion,Precast,1997,1993,5,West,76.05275033710146,72.5510447300455,227.6427784858205,1,0,0,1,Mechanical,0,0,None,1,0,1,1,4,1,0,1,2,Closed,Standard,0,1,Smart,1,5.4440041400420265,1,1,0,0,5,4,9,B,5,0,7,4,13942.01843272345,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Agent,2023,10,2,3,0,0,1,71997490.33791906,1,0,0,2,6.14011318586406,High,0,6.19,0,Yes,25,46.80746358927101,C,1,8632021.45063374,0.26,0.04,188,51,159,64,5,0,0,0,0,0,0,0,53900000.0
Taito,Residential,1,1.3345460669691036,Light,567.2473045259566,681.9731175792813,1029.8416077767429,Alley,Panoramic,0.0,29.10374333547791,1,15.679803687791212,2,0.164,Mansion,Precast,1991,2021,4,East,193.6316472399904,83.61127006130565,237.63284439988394,0,0,0,0,None,1,0,High,0,0,1,0,5,2,0,2,1,Closed,Standard,1,0,Auto,1,3.0964388535157106,1,0,0,1,2,4,10,E,3,1,7,1,10018.097804733803,Leasehold_30yr,Owner,Foreclosure,Rented,Agent,2020,7,1,3,1,0,1,71960732.14068072,1,0,0,1,2.617663538148873,Low,1,2.07,0,Yes,54,64.97498103152611,B,0,4404932.018084754,0.06,0.037,108,61,198,31,4,0,0,0,0,1,0,0,62988000.0
Minato,Commercial,1,4.010481634591578,Heavy,324.439078491481,1514.9148461112336,1350.9979060259654,Main,Panoramic,2.1262959021931085,22.91887723524619,2,23.85584519738788,3,0.215,Detached,RC,1989,1996,7,North,168.07992508549765,90.52090357808498,213.59603913658384,0,1,1,0,None,1,0,Low,0,0,1,1,1,2,0,1,1,Closed,High-End,1,0,Auto,0,2.765509955886826,0,0,0,1,2,1,1,D,3,0,10,4,10031.080137249803,Freehold,Bank,Inheritance,VacantSoon,Owner,2024,2,6,2,0,0,0,79934584.46784467,0,1,1,1,4.6020237172545535,Medium,1,6.13,0,Yes,49,69.16535622652972,B,0,5876972.9073619675,0.04,0.042,225,72,196,39,3,0,0,0,1,0,0,0,69060000.0
Setagaya,Commercial,0,1.0093048790559007,Moderate,606.1970300030646,1444.2494197968917,200.0,Main,Panoramic,4.76132107506559,23.893915592328636,3,28.308650393280352,3,0.104,Detached,RC,2016,1994,6,North,99.73029806819936,114.23434224425941,231.95940592714769,1,0,0,1,Mechanical,0,0,None,1,1,1,1,4,1,1,1,1,Compact,High-End,1,1,Smart,1,4.6381701059289675,0,0,1,1,4,1,2,C,4,1,3,7,15851.04829292529,Leasehold_50yr,Bank,Foreclosure,Rented,Agent,2021,12,10,4,1,0,1,63373148.87542214,0,0,0,2,4.243094823180396,Low,1,3.18,1,No,13,77.6907461531149,B,0,3134586.2720489264,0.24,0.019,442,58,132,57,9,0,0,0,0,1,0,0,73141000.0
Shinjuku,Industrial,1,2.990194756489846,None,90.0905863200548,778.2581856353247,1490.4330929027835,Main,Panoramic,2.6103356840316922,24.48496679553334,1,21.262171128916762,4,0.021,Mansion,Steel,1988,2003,9,East,70.26115228263768,93.97787028126864,231.5685531348215,0,1,1,0,Manual,1,0,High,1,0,0,0,3,3,0,2,2,Compact,Standard,1,0,Auto,0,5.900005946109503,0,0,0,1,5,1,8,D,5,1,2,9,13050.054814550384,Freehold,Bank,Normal,VacantSoon,Agent,2023,4,6,4,1,1,1,67322396.51115803,1,0,1,1,5.869357348485816,Medium,1,2.09,1,Yes,52,50.19344066806442,B,0,7726021.28520755,0.17,0.05,394,36,176,56,3,0,0,0,0,0,0,0,65874000.0
Chuo,Commercial,0,2.4247561811323624,None,50.0,856.013947049966,2236.036871101707,Alley,Panoramic,0.8427061567378649,11.546915979131182,3,26.22939182817956,3,0.077,Apartment,Wood,1980,2003,4,East,129.8016937496527,159.727803090711,211.2407683192747,1,1,0,1,Mechanical,1,0,High,0,1,1,1,2,2,0,1,1,Compact,High-End,1,0,Standard,0,3.43015462977575,0,0,1,0,1,4,3,A,8,0,1,8,12239.41394473568,Leasehold_50yr,Company,Normal,Rented,Owner,2020,6,9,4,0,1,1,53955108.2134522,0,1,0,3,8.813895564408899,Low,0,7.92,0,No,21,60.43978857629474,A,0,7773310.443438604,0.04,0.042,447,45,165,81,1,0,0,0,0,0,0,0,113168000.0
Shibuya,Residential,0,3.1940952499461512,Moderate,926.665117916109,1210.6194422625929,1196.934074777013,Main,Open,0.872256919218362,13.757242530620806,4,16.330608414178904,4,0.079,Mansion,Precast,1999,1997,9,East,185.33625515336388,97.80561749039971,241.22279138906322,0,1,1,0,None,1,0,Medium,0,1,0,0,5,2,1,1,2,Island,Standard,1,0,Auto,0,2.8041629431036563,1,0,1,1,2,2,10,D,10,0,10,6,3691.497129126976,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Owner,2021,6,5,4,1,0,1,64981275.49319541,1,1,1,4,5.671221367012517,High,0,7.49,1,No,47,38.01195798873222,A,0,8185483.875484673,0.3,0.003,350,48,129,16,5,0,0,0,0,0,0,1,73019000.0
